tweet_id,favorite_count,retweet_count,created_at,Character
1070804724054745089,3,0,Thu Dec 06 22:18:35 +0000 2018,Ross
1070779813550526464,147,5,Thu Dec 06 20:39:36 +0000 2018,Ross
1070778928099282944,0,0,Thu Dec 06 20:36:05 +0000 2018,Ross
1070773614457303047,0,0,Thu Dec 06 20:14:58 +0000 2018,Ross
1070770379709280256,0,0,Thu Dec 06 20:02:07 +0000 2018,Ross
1070766294683672576,0,0,Thu Dec 06 19:45:53 +0000 2018,Ross
1070761652612726786,0,0,Thu Dec 06 19:27:26 +0000 2018,Ross
1070757977521500160,76,7,Thu Dec 06 19:12:50 +0000 2018,Ross
1070755912569229312,1,0,Thu Dec 06 19:04:37 +0000 2018,Ross
1070753857024729088,1,0,Thu Dec 06 18:56:27 +0000 2018,Ross
1070750267413553153,0,0,Thu Dec 06 18:42:11 +0000 2018,Ross
1070747203042533377,0,0,Thu Dec 06 18:30:01 +0000 2018,Ross
1070735104564178945,7,0,Thu Dec 06 17:41:56 +0000 2018,Ross
1070721668799115266,0,0,Thu Dec 06 16:48:33 +0000 2018,Ross
1070721275482431489,1,0,Thu Dec 06 16:46:59 +0000 2018,Ross
1070719190699597824,2,0,Thu Dec 06 16:38:42 +0000 2018,Ross
1070711779679002630,13,2,Thu Dec 06 16:09:15 +0000 2018,Ross
1070710422372675584,5,1,Thu Dec 06 16:03:52 +0000 2018,Ross
1070707005348872192,3,0,Thu Dec 06 15:50:17 +0000 2018,Ross
1070703643354169346,0,0,Thu Dec 06 15:36:55 +0000 2018,Ross
1070700076903723008,0,0,Thu Dec 06 15:22:45 +0000 2018,Ross
1070697084217626624,1,0,Thu Dec 06 15:10:52 +0000 2018,Ross
1070696630570156032,2,0,Thu Dec 06 15:09:03 +0000 2018,Ross
1070664915386552320,9,0,Thu Dec 06 13:03:02 +0000 2018,Ross
1070653366848643074,0,0,Thu Dec 06 12:17:09 +0000 2018,Ross
1070639926587392001,5,0,Thu Dec 06 11:23:44 +0000 2018,Ross
1070636583907401728,1,1,Thu Dec 06 11:10:27 +0000 2018,Ross
1070627198023790594,1,0,Thu Dec 06 10:33:09 +0000 2018,Ross
1070615010441752576,0,0,Thu Dec 06 09:44:44 +0000 2018,Ross
1070614615506210816,0,0,Thu Dec 06 09:43:10 +0000 2018,Ross
1070593904049762304,1,0,Thu Dec 06 08:20:52 +0000 2018,Ross
1070582507949711360,2,0,Thu Dec 06 07:35:35 +0000 2018,Ross
1070579357758906368,1,0,Thu Dec 06 07:23:03 +0000 2018,Ross
1070571421817024512,13,1,Thu Dec 06 06:51:31 +0000 2018,Ross
1070561028922998785,1,0,Thu Dec 06 06:10:14 +0000 2018,Ross
1070555825981124608,21,6,Thu Dec 06 05:49:33 +0000 2018,Ross
1070552003208728577,0,0,Thu Dec 06 05:34:22 +0000 2018,Ross
1070547021470359553,6,0,Thu Dec 06 05:14:34 +0000 2018,Ross
1070540015116083202,0,0,Thu Dec 06 04:46:43 +0000 2018,Ross
1070509703057178625,1,0,Thu Dec 06 02:46:16 +0000 2018,Ross
1070507116912238592,0,0,Thu Dec 06 02:36:00 +0000 2018,Ross
